,0
2024-02-28,82540.57919987838
2024-02-29,82392.95011956705
2024-03-01,82577.08725832202
2024-03-04,82789.90550673628
2024-03-05,83023.0254511975
2024-03-06,83359.23579591051
2024-03-07,83026.553406059
2024-03-08,82713.2002070727
2024-03-11,83393.00215333879
2024-03-12,83910.45353028912
2024-03-13,83789.48458027335
2024-03-14,83359.32300395143
2024-03-15,83202.75773934585
2024-03-18,83502.20369046592
2024-03-19,83600.49827986871
2024-03-20,83579.25444901937
2024-03-21,83618.39512535173
2024-03-22,83151.1479019926
2024-03-25,83621.21396987287
2024-03-26,83556.3373627828
2024-03-27,83989.40424965625
2024-03-28,83740.28253219089
2024-04-01,83740.28253219089
2024-04-02,84443.76923297325
2024-04-03,84340.27238474184
2024-04-04,84337.61994057444
2024-04-05,84191.63414340596
2024-04-08,84336.26595865595
2024-04-09,84116.02215486053
2024-04-10,84159.92718559898
2024-04-11,84309.20186749165
2024-04-12,83792.38344500547
2024-04-15,84117.1544520471
2024-04-16,83693.87597418821
2024-04-17,83626.32451963298
2024-04-18,84417.60865148164
2024-04-19,83797.26889167841
2024-04-22,84306.37336190796
2024-04-23,84606.93367817273
2024-04-24,84562.16871919706
2024-04-25,84562.16871919706
2024-04-26,84966.82337279258
2024-04-29,85432.91833179275
2024-04-30,80585.73861235814
2024-05-01,80851.98783401375
2024-05-02,81324.43756584972
2024-05-03,81332.1706540646
2024-05-06,81019.36373696005
2024-05-07,81072.872971467
2024-05-08,80900.50100124578
2024-05-09,81208.67715843086
2024-05-10,80992.01669096726
2024-05-13,81056.18736224053
2024-05-14,81127.25804059418
2024-05-15,80919.9725959633
2024-05-16,81143.94155156256
2024-05-17,81083.88252024475
2024-05-20,81561.39946762654
2024-05-21,81076.80164583362
2024-05-22,81381.29995937108
2024-05-23,80932.02757381814
2024-05-24,80712.71671173746
2024-05-27,80627.76004638014
2024-05-28,80664.82906423659
2024-05-29,80399.47527010634
2024-05-30,79847.21982134151
2024-05-31,80000.71374322375
2024-06-03,80192.49956969473
2024-06-04,79925.94143029337
2024-06-05,79977.8907384265
2024-06-06,79968.00207159034
2024-06-07,79508.22481226639
2024-06-10,79508.22481226639
2024-06-11,79484.22615487882
2024-06-12,78834.97407132582
2024-06-13,78773.75988254073
2024-06-14,78626.88409351623
2024-06-17,78786.13076180089
2024-06-18,78838.83092681033
2024-06-19,79298.59972707815
2024-06-20,79185.07186954527
2024-06-21,79006.40081567178
2024-06-24,78958.93801932922
2024-06-25,79318.14036735744
2024-06-26,79024.39638032636
2024-06-27,79014.95501924297
2024-06-28,79299.987398165
2024-07-01,79441.64589592902
2024-07-02,79915.22100809863
2024-07-03,79702.92400440844
2024-07-04,79751.95825345951
2024-07-05,79559.38323632203
2024-07-08,79377.47347623877
2024-07-09,79599.78561889724
2024-07-10,79804.3031099005
2024-07-11,80077.98564319187
2024-07-12,80240.92705066163
2024-07-15,80272.5890650371
2024-07-16,80158.6949798598
2024-07-17,80339.90603543597
2024-07-18,80407.32649284342
2024-07-19,80453.69644297035
2024-07-22,81003.01571513458
2024-07-23,81534.39623261488
2024-07-24,81102.3412612482
2024-07-25,80352.00624647595
2024-07-26,80444.79363981447
2024-07-29,80557.06978753273
2024-07-30,79842.90033933957
2024-07-31,80585.73861235814
2024-08-01,80471.37071315566
2024-08-02,79794.29651995923
2024-08-05,79041.61656938883
2024-08-06,78826.18624992049
2024-08-07,79083.79469708646
2024-08-08,79206.14509338465
2024-08-09,79228.79021208744
2024-08-12,79150.06213641207
2024-08-13,79265.1594547786
2024-08-14,79039.56614838824
2024-08-15,79349.94593347602
2024-08-16,79429.09701636265
2024-08-19,79836.3685302781
2024-08-20,79474.11249486887
2024-08-21,79221.17079650197
2024-08-22,79322.09392437959
2024-08-23,79526.99746328966
2024-08-26,79476.65170188778
2024-08-27,79470.95975927317
2024-08-28,78896.50418159281
2024-08-29,79196.97042119107
2024-08-30,79808.11932046412
2024-09-02,79423.26487598235
2024-09-03,79222.39870032726
2024-09-04,78968.07439964933
2024-09-05,78979.91202752102
2024-09-06,79121.8617808338
2024-09-09,78459.0586400856
2024-09-10,78754.00855910665
2024-09-11,78290.8288247941
2024-09-12,78250.4719689997
2024-09-13,78228.35469426702
2024-09-16,78223.27546567313
2024-09-17,78327.25280198979
2024-09-18,78233.39626555114
2024-09-19,78266.1684291478
2024-09-20,78607.82910262815
2024-09-23,78903.82302761648
2024-09-24,79794.70343765925
2024-09-25,80758.60884330502
2024-09-26,81526.31462912822
2024-09-27,83123.27238443468
2024-09-30,84800.32801444328
2024-10-01,83999.32267585889
2024-10-02,86602.88351063497
2024-10-03,86667.79225709238
2024-10-04,87668.67566840994
2024-10-07,89482.58528319345
2024-10-08,86647.80534701777
2024-10-09,84733.84576074537
2024-10-10,85307.34097426529
2024-10-11,84514.05956937173
2024-10-14,85280.40915134115
2024-10-15,84410.345091891
2024-10-16,83973.31199624311
2024-10-17,83650.32574617778
2024-10-18,83572.30933686219
2024-10-21,84352.54819846812
2024-10-22,84282.09953598249
2024-10-23,84346.58952189339
2024-10-24,84078.51962965465
2024-10-25,84419.9686735963
2024-10-28,83974.516931997
2024-10-29,84162.44118889107
2024-10-30,83819.88796171665
2024-10-31,80585.73861235814
2024-11-01,81130.1097187646
2024-11-04,81146.04432951791
2024-11-05,81689.21996765712
2024-11-06,81452.85855987665
2024-11-07,81769.50056687531
2024-11-08,81530.79161892777
2024-11-11,81156.89648422203
2024-11-12,81115.98561535208
2024-11-13,80535.96170422947
2024-11-14,80626.886537629
2024-11-15,80266.73763682225
2024-11-18,80559.06708086077
2024-11-19,80152.34687315609
2024-11-20,80057.36898667527
2024-11-21,80096.97237594021
2024-11-22,79871.68632445646
2024-11-25,79502.71397182725
2024-11-26,79630.24888278932
2024-11-27,79344.86131704354
2024-11-28,79366.20363794763
2024-11-29,79687.28782908336
2024-12-02,79561.61733080012
2024-12-03,79850.48327822862
2024-12-04,79741.65942298135
2024-12-05,79845.69606782863
2024-12-06,80502.94136898228
2024-12-09,80210.2498317746
2024-12-10,81435.42967215675
2024-12-11,80982.86735147383
2024-12-12,81168.9809728044
2024-12-13,80355.2786054731
2024-12-16,80239.99469009713
2024-12-17,80126.0918902554
2024-12-18,80400.23042017332
2024-12-19,80487.69154770757
2024-12-20,80514.17722425032
2024-12-23,80569.10363440964
2024-12-24,80781.91318033836
2024-12-26,80781.91318033836
2024-12-27,80832.4926019552
2024-12-30,81073.90230730435
